Cultivated area (hec),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon emission(kg co2-eq)
1.5,5550,14,160,11,451,5.7,7265,4,35200,130,3573,12510
2,7568,4,210,12,502,5.9,9146,14,55264,115,4361,14280
3,11187,19,359,82,972,6.7,12974,14,81638,220,6882,26862
1.5,5971,17,124,43,348,1.4,7253,5,41807,125,3501,11852
1,3242,1,95,25,286,1.4,4796,20,24109,86,2375,8266
2.5,8124,31,242,13,819,4.5,11165,19,68532,138,5923,22186
1,3633,12,100,21,273,2.7,4827,20,24037,53,2193,7539
2.5,9842,13,249,13,771,2.3,10941,5,62285,197,5776,18613
3,11771,37,366,19,704,11.9,14676,12,83156,253,6975,22194
1.5,5114,16,121,8,485,5.1,6492,20,37158,83,3275,13014
2,6471,8,224,25,588,4.9,8894,20,51426,140,4491,16646
2,6415,7,171,38,527,9.4,9656,15,53048,140,4212,17776
2,6061,8,164,36,631,4,9119,14,53940,157,4201,17635
1.5,5328,3,175,36,477,5.7,6796,5,41342,77,3383,12526
2.5,9482,20,275,21,694,6,11323,11,59334,200,5620,19550
2,6585,34,252,11,637,9.9,9335,4,54037,118,4733,14072
2,7756,7,168,20,628,2.3,9711,20,51903,147,4747,17509
3,10714,34,328,69,840,4.1,13263,11,69781,204,6424,21091
1.5,5608,25,166,31,455,6.9,7301,8,35906,123,3279,11315
0.5,1901,7,42,13,145,1.8,2392,10,13964,28,1113,3748
2.5,9606,31,251,51,579,1.7,11898,18,62241,173,5386,21275
1.5,5859,14,135,10,432,3.2,6441,16,35268,120,3245,11795
1,3493,14,117,11,316,3,4746,13,26052,85,2232,7693
3,10702,47,337,43,923,8.9,13534,14,72642,245,7013,25119
2,6085,4,172,6,605,1.9,8942,6,52806,159,4210,17804
1,3751,3,84,14,232,4.5,4946,13,24185,83,2110,8028
1.5,4909,2,170,20,375,2.3,6423,6,36125,101,3218,12920
2.5,9022,3,302,35,586,9.7,12121,10,61364,141,5835,17895
2,6712,32,178,10,611,3.1,9222,11,49357,171,4476,16589
1.5,5359,9,163,16,428,2.8,6786,5,40664,115,3238,12628
1.5,5712,14,179,9,457,6.1,6557,8,37543,129,3281,10514
2.5,8794,18,232,35,719,7,11386,15,61346,146,5844,21511
2.5,8643,34,261,37,619,10.7,10821,6,62705,222,5882,22427
1.5,5736,12,118,12,409,3.7,7303,7,36705,83,3538,13073
3,9921,39,367,32,973,15,14558,10,79257,179,6734,24440
2.5,9775,3,244,71,708,8.4,12050,8,62151,170,5656,18457
2.5,8971,18,296,16,761,2,12054,20,68433,138,5342,18462
1.5,5982,23,172,35,447,6.9,6318,5,35506,111,3233,12888
2.5,8952,16,252,25,583,4.2,10862,15,68191,138,5707,17918
1.5,5323,8,182,10,386,6.3,6582,7,41330,131,3465,12002
2,6705,5,215,21,499,3.6,9350,18,51737,127,4779,17187
3,10173,45,340,46,933,10.7,15000,15,80325,221,6839,23274
2,6272,15,238,51,621,5.5,9352,18,51028,178,4634,17873
2,7967,13,217,15,492,4.7,9995,7,48781,111,4298,15409
2.5,8899,14,312,65,806,7,12487,4,68569,189,5998,21654
2.5,8323,36,202,9,597,4.5,12369,15,64855,179,5527,22079
4,14949,50,346,89,1278,19.6,17582,18,108971,288,8514,33318
3,9677,9,237,53,863,5,14981,7,80508,233,6333,24902
1,3333,10,98,19,241,3.7,4631,18,26501,64,2305,8991
4.5,13621,33,507,93,1083,8.9,22101,8,108676,238,9686,40250
2,7810,27,202,57,478,5.3,8470,14,47485,142,4531,16714
4,15655,31,322,10,1286,15,18718,6,101857,269,8677,29395
1,3433,9,87,17,270,1.3,4642,15,24080,76,2156,7160
1,3037,14,102,11,272,1.9,4467,14,27394,53,2299,8480
1,3565,6,88,20,262,0.7,4512,5,27881,74,2202,7876
1,3779,1,109,12,266,2.3,4635,20,24888,72,2155,8788
3,10154,44,312,69,860,8.2,12825,16,73350,250,6366,26162
3,11670,18,258,35,805,12.8,14825,12,72553,152,6823,23138
4,15931,18,364,59,960,13.2,19305,20,101854,249,9584,31825
2.5,9148,15,281,53,645,2.8,11296,13,68795,222,5388,17543
1,3429,15,104,12,303,1.9,4564,14,27427,80,2248,8908
2,7079,11,209,9,539,3.4,9695,13,50859,124,4609,15819
2.5,9340,6,317,67,737,7.1,11962,19,59268,184,5328,17567
3,11377,28,238,72,729,2.8,12821,9,75740,181,6951,23392
1,3049,4,119,8,255,0.8,4686,20,23279,73,2321,7086
2,6422,2,206,6,615,2.9,9461,17,46668,114,4567,14780
3.5,10816,54,441,34,998,13.9,16596,9,94256,264,7905,28313
1.5,5812,10,157,17,370,4.3,7486,11,41687,104,3404,13159
1.5,4997,13,152,17,387,5.6,6345,15,40403,102,3210,10844
1,3808,5,103,2,299,3.9,4520,18,23255,74,2296,8176
2,7725,3,204,51,651,5.3,8709,20,55751,132,4638,14611
4.5,14346,52,442,10,1230,2.9,20391,7,107246,361,9501,37641
0.5,1570,7,44,11,158,0.7,2336,11,13842,32,1075,4184
1,3148,15,97,21,321,4,4372,5,27901,78,2162,7516
1,3830,10,88,15,308,2.7,4399,12,25070,90,2271,7556
2,7294,11,200,32,604,8.4,9905,20,47376,151,4538,17520
2,7888,19,240,8,618,8,9450,12,55410,123,4366,14581
1.5,5510,11,157,1,486,5.4,6309,12,37821,125,3209,12728
1,3136,13,80,22,253,3.4,4713,4,27526,89,2260,8610
1.5,4707,12,173,35,462,5.6,7217,9,37731,116,3346,11737
2.5,9169,40,283,65,670,3.2,11418,9,58154,165,5900,19035
2,7115,10,250,53,618,2.6,8903,19,54903,147,4673,17796
1.5,5899,20,181,6,474,6.4,7309,9,35805,123,3357,11166
2.5,7884,22,232,26,746,10.3,12182,8,69402,202,5296,18743
1,3949,4,86,12,237,2.7,4955,17,26916,67,2387,7722
3.5,11416,42,342,90,1114,8.2,15725,12,95797,194,8008,29262
2.5,9641,18,225,24,731,7.7,12456,13,60650,132,5583,21090
2.5,9262,5,203,31,695,2.4,10687,17,60174,153,5851,19208
2.5,9104,14,288,65,752,2.1,11175,15,61477,167,5567,21364
0.5,582,3,34,3,0.2,1,743,4,4906,3,41,432
9,10186,58,531,105,3.2,15.9,12444,10,76241,27,645,8636
5.5,6117,54,375,95,0.9,11.6,8207,10,51321,28,432,4414
2.5,3161,16,173,66,1,3.3,2875,7,23105,7,193,2494
4.5,5684,38,239,2,4.2,4.2,5395,12,38831,11,401,3604
11.5,14840,109,610,218,4.6,29.2,16995,4,110937,24,1226,10528
5.5,6821,51,317,50,2.1,15.3,7439,12,51369,20,683,5085
6,7237,60,383,133,3.3,7.6,6735,12,59435,20,602,5271
10.5,12289,55,535,175,5.3,14.4,13326,20,103154,22,1569,9186
11.5,13904,63,650,10,3,22.2,15151,5,98336,44,1085,10832
10.5,13282,82,612,201,9.3,28.5,12663,15,98270,57,1569,10106
9.5,11262,64,572,154,8.9,9.4,12116,12,83924,44,925,8190
14,15632,122,907,364,6.9,25.6,18687,17,128187,66,1985,11656
3,3735,22,196,47,1.8,6.9,3999,16,26740,20,421,2528
1.5,1787,8,79,0,0.2,4,1799,15,13623,9,113,1411
6.5,7759,46,428,158,6.1,14.6,7568,5,60008,23,758,5848
1.5,1657,13,90,41,1.2,1.9,2022,20,13587,6,221,1456
8.5,9717,82,534,16,5.8,14.2,10821,6,79745,33,660,8068
6.5,8212,61,336,77,3.7,6.7,9489,8,64724,19,841,6360
8,9460,40,425,112,5.4,16.3,11362,11,77053,32,607,6915
11,13129,96,697,296,8.8,6.8,13608,13,101580,37,1468,9476
4,4405,38,213,30,1.7,10.6,5597,5,36985,16,469,3384
10.5,11711,91,650,268,7.2,16.4,14877,6,103804,41,1195,8678
8.5,9448,69,439,164,6.1,6.6,12251,11,73069,36,1215,8496
8,9651,61,474,154,7.2,16.2,10505,6,72745,39,923,6523
6.5,7961,52,337,129,3,12.4,7425,5,63433,20,558,6035
3,3309,20,210,71,0.5,7.4,3672,14,25103,19,235,2753
5.5,7104,49,380,10,2.2,11.4,7827,8,52473,25,544,4752
3,3354,25,172,59,1.3,6.1,4215,18,25843,12,221,2908
5,5718,34,346,104,0.4,10.2,6708,10,46099,22,582,4133
10.5,11664,89,654,230,1.3,8.9,13775,11,92692,46,1188,9492
13,16611,71,836,114,12.1,16.2,14675,14,120591,57,1131,11790
9.5,10480,48,508,73,4.8,9.9,11109,19,76962,26,712,8433
1,1261,9,61,15,0.8,1.3,1114,17,9292,5,87,831
2,2277,19,105,15,0.9,3.1,2778,10,18283,8,271,1946
4.5,5554,33,307,116,0.3,9.6,5352,6,43191,28,376,3811
2.5,2968,13,144,63,2.5,5.3,2842,9,22123,15,251,2064
1.5,1874,8,102,21,1.1,4.2,1690,10,14312,5,184,1418
11.5,13676,81,665,161,0.8,8.6,14073,18,111865,73,1694,10270
3.5,4331,21,214,97,3,10.5,5188,17,31825,22,255,3190
8.5,10809,78,434,7,0.8,21.6,10215,18,71901,35,1003,7833
2.5,3040,15,155,60,1.3,2.2,3680,6,21362,16,285,2034
5,6470,40,308,24,0,12.9,6495,8,42428,33,582,4974
4.5,5345,36,282,23,3.7,2.3,6386,18,38645,18,373,3869
5,5808,43,297,96,3,9.7,6077,6,44313,13,563,4889
5.5,6710,43,365,105,1.5,10.2,7929,9,53056,38,429,4679
5,5683,49,257,14,3.5,6.6,6874,11,47105,34,399,4083
1.5,1770,15,97,26,0.1,1.3,2071,16,13738,5,156,1357
7.5,9126,65,411,20,1.1,15.8,9458,20,66002,29,1104,6623
3,3713,21,183,36,2.1,3.1,3361,18,24843,8,395,2648
11.5,13300,74,678,103,7.7,12.4,13437,9,109978,64,1130,9579
4,5030,36,206,89,0.5,7.5,4709,15,34513,10,486,3827
21.5,26352,150,1168,205,4.1,60.6,26160,6,182623,62,1894,21333
7.5,9427,39,495,199,7.3,7.3,10534,19,74072,24,641,6091
3.5,3948,33,225,56,3.2,4.5,4846,7,33457,19,360,3453
1,1299,9,54,16,0.5,2.3,1455,18,8501,5,133,823
16,20668,93,869,249,8.3,33.1,22152,16,143440,72,2186,12883
1,1210,5,63,9,0.1,0.9,1252,6,9226,3,103,982
8,10040,65,449,129,2.3,10.1,11523,10,69358,29,886,6457
1.5,1792,12,90,26,1.1,3.4,1954,11,14725,5,166,1291
5.5,6423,47,304,146,1.5,12.6,7837,9,45965,14,575,5223
5.5,6511,45,295,57,3.3,9.5,6776,13,54225,13,586,4842
4,4758,37,216,35,3.5,7.8,4977,4,36747,27,336,3217
4.5,5606,32,301,15,2.2,9.3,6667,15,36992,30,563,4233
13.5,15550,84,692,13,9.6,21.1,19078,19,108792,42,1184,13043
6.5,7816,58,372,30,0.3,5.7,7436,8,55652,30,821,6134
7,8286,50,471,58,1.3,11.2,7916,19,61208,16,817,6158
7.5,9103,57,420,192,3.2,12.1,10160,19,72507,20,1094,6195
4,4989,33,258,95,0.7,3.6,5642,19,35166,24,582,3782
5.5,6703,49,361,36,2.4,11.6,7300,6,50167,14,430,4747
6.5,7820,52,332,116,3.2,13.2,8115,17,61880,32,681,5980
3,3730,21,205,43,0.2,7.1,4180,6,27164,6,443,2721
8,9030,49,555,103,1.8,8.5,10118,12,70226,25,921,6436
6,7200,33,317,137,2,15.3,6879,10,56473,25,613,4972
4,4715,25,234,50,1.5,9.2,4407,12,38411,13,502,3752
2.5,2919,15,153,53,1,5.7,3043,13,23828,6,241,2439
11,13157,77,634,26,5.8,23.5,12766,17,101893,50,1236,9683
10,11952,80,668,52,7.5,13.3,12404,17,92916,36,1257,9824
6,7067,33,328,13,4.7,16.3,8573,9,49096,39,727,5699
6,7145,43,348,162,2.3,4.8,7503,17,53222,24,606,4962
10.5,11666,90,662,100,0.6,8.7,12224,10,103905,69,774,9253
3,3513,26,176,20,0.5,5.6,4413,12,26582,12,258,2429
9,11262,71,628,184,7.5,15,13403,11,74157,25,1017,8023
6,6688,58,393,99,2.5,11.9,7200,18,56163,35,789,5156
12.5,14358,110,767,199,12.3,28.5,16818,19,122094,40,1502,10681
4,4784,40,204,29,3.5,5.5,5081,17,39186,10,572,3880
6.5,7626,61,333,121,3.9,15.4,9639,13,59643,34,686,5721
8,9937,41,530,189,0.7,5.5,9482,12,79828,22,1196,7250
9.5,11623,93,564,42,4.4,12.2,12460,13,89842,50,1354,8932
5.5,7141,51,293,110,2.8,8.3,8051,9,48084,29,519,5329
7.5,9553,70,470,198,1.5,16.1,9597,8,69631,30,864,6645
7,8407,61,413,123,2.2,11.9,8018,14,69867,32,904,6943
7,7935,61,467,167,7,10.4,8720,6,56312,22,619,6394
1,1237,7,60,19,0.9,2.8,1300,8,8524,5,121,850
16.5,20054,114,1134,236,10,30.3,19142,12,137358,95,2108,14529
6.5,7737,54,433,97,5.6,8.5,7671,17,54256,38,539,6056
13,16475,113,847,121,4,28.8,15611,19,114599,52,1410,11238
1,1163,6,63,25,0.5,1.5,1285,5,9998,6,118,816
0.5,644,3,33,4,0.1,0.5,566,13,4449,2,42,401
2.5,2903,20,126,26,1.5,4.6,2940,19,22092,9,320,2097
3,3356,15,203,37,1.5,3.5,3688,4,25093,18,249,2595
2,2203,13,102,18,0.4,5.4,2201,4,16498,12,232,1789
2.5,2899,17,141,70,1.4,3.4,3276,7,22854,12,274,2460
8,10214,46,547,127,2.9,11.6,10357,11,67634,52,560,7461
8.5,10269,65,523,169,5.4,12.3,11689,6,68585,54,599,7282
4,5079,35,260,98,0.6,9.1,4680,16,38069,19,391,3228
8,9283,42,440,220,7.8,14.3,11465,10,67732,44,994,7566
2,2448,15,115,12,0.8,2.6,2555,6,19390,10,258,1648
15.5,17450,151,814,33,10.3,11.4,20318,10,152133,54,2319,12985
13,15861,99,668,365,3.3,29,17444,16,117567,64,1399,11685
2.5,2763,13,130,50,0.7,4.4,3682,10,21883,6,267,2438
3.5,4366,20,203,15,0.1,5.4,4338,10,31191,19,396,2914
1,1278,8,67,23,0.5,1.4,1395,15,9504,2,104,958
9,11687,74,535,216,6.6,18.4,12018,15,84190,51,1300,8825
4.5,5213,34,262,100,1.1,9,6573,7,40364,28,637,4078
0.5,558,4,27,2,0.1,1.2,716,16,4132,3,63,456
9.5,10547,64,630,4,8.3,20,11976,8,78325,64,866,8398
0.5,597,3,31,7,0.1,0.5,553,7,4744,2,72,447
3.5,4105,26,178,63,1.5,7.4,4047,4,28443,23,414,2907
2,2572,12,127,57,1,2.6,2873,7,19661,5,296,1859
5.5,6994,54,368,109,0.2,4.2,7358,14,49068,22,428,5277
1.5,1784,10,94,34,1.4,1.8,1887,13,12022,3,201,1333
4,4800,29,274,75,1.6,4.7,5800,18,38050,25,360,3472
8,9870,65,461,187,7.7,23.9,10890,20,71124,47,1006,6564
9.5,11239,55,484,271,0.2,22.7,12476,15,81023,50,1247,8566
4.5,5550,38,238,121,4.3,4.8,6506,16,42027,24,539,3894
6.5,7417,44,374,184,3.9,11.9,8514,13,62731,44,872,6342
11,12296,100,721,222,5.8,32.3,15983,15,91106,59,875,10433
2.5,3144,14,132,18,1.7,5.3,3506,5,23482,16,325,2290
10.5,12224,71,631,131,10.4,27.1,12548,19,99216,30,888,10012
3,3713,21,193,21,1.5,5.6,3771,5,28962,13,287,2835
4,4505,39,259,101,0.3,9,4837,8,35635,10,558,3557
5.5,6644,31,296,90,0.4,12.6,6512,17,47249,21,557,4791
12,13695,109,653,286,10.9,13.1,17548,7,112314,50,1164,9954
7,8127,40,368,159,4.4,6.3,9039,8,65494,18,687,6805
10,11682,66,541,168,9.2,16.2,11041,18,87259,55,900,8268
10.5,12712,99,709,297,0.2,9.1,15515,14,97404,27,1204,9508
7,7888,36,473,92,2.3,3.5,7734,15,58772,15,903,6569
2.5,2978,19,169,39,1.9,7.3,2954,9,20606,13,258,2174
16,20183,94,969,270,4.8,27.3,23004,8,138822,90,1987,13590
12,14711,110,619,98,2.4,34.3,14063,13,109255,33,1148,11467
3.5,4007,22,210,14,2.5,5.4,5055,16,34104,15,439,3290
7.5,9335,40,432,78,0.6,9.6,9171,15,63386,18,599,6333
5,5794,48,254,7,4.7,11.8,6742,7,43377,35,396,4406
2.5,2982,20,156,58,1.3,4.9,3741,8,20265,8,273,2156
1.5,1699,10,81,19,1.1,2.7,2003,7,13157,5,106,1215
6,7596,39,301,85,2.8,13.2,7037,12,57236,24,551,5227
13,15287,106,825,301,4.9,8.1,16960,19,110577,43,1754,12373
4.5,5484,25,280,112,3.9,4.6,5565,16,43847,21,549,3804
1.5,1810,8,81,14,1.5,1.9,2078,10,14990,7,121,1406
6.5,7336,45,423,2,2.1,11.8,8361,18,57778,13,609,6482
10,12995,91,529,265,7.2,14.1,14547,9,84817,27,741,9968
9,10133,69,557,219,3.1,16.8,12184,4,75236,40,1124,7237
1.5,1795,10,93,30,0.1,1.4,1722,6,13732,6,221,1305
4.5,5805,24,278,90,3.3,2.8,6126,10,39627,18,643,4467
2,2274,14,124,32,1.1,3,2673,12,16722,6,239,1708
2.5,2994,18,129,62,0.4,6.6,3070,7,24733,10,278,2078
8.5,10971,64,557,26,0.8,19.5,12371,18,69191,51,1260,7897
11.5,13764,62,676,68,1.4,21.5,17087,9,93434,28,1349,10208
7.5,8611,46,451,36,1.6,20.2,9601,7,63420,37,836,6942
6.5,7755,54,454,18,5,15.9,8365,4,55594,32,493,5644
8.5,9388,59,470,211,0.4,7.4,10991,13,83542,17,877,6800
5,6099,42,342,70,4.2,13.8,7389,16,46808,29,672,4307
1.5,1759,8,96,10,0.4,1,2009,13,13223,4,128,1430
8,9724,68,558,209,2.7,4.6,10041,16,66734,38,643,7693
4.5,5761,38,248,33,4.3,8.3,5326,13,38155,30,474,4127
11.5,13421,81,718,56,7.1,15.9,17044,9,92837,78,1070,11203
1.5,1876,14,97,26,0.7,4.4,1761,8,14293,7,192,1451
9,11046,63,580,176,8.8,12.3,10270,12,74113,53,1132,8526
2,2342,15,122,35,1.5,4.7,2925,16,16863,11,250,1998
11,12765,57,595,178,8.9,21.8,16268,11,108921,27,1635,9710
9.5,10646,95,533,10,9.2,26.4,13345,19,91328,20,694,7830
13.5,16865,95,918,276,4.9,33.4,16466,20,122745,67,1527,11023
10.5,12980,76,579,145,6.1,24.6,12527,12,101145,68,980,9163
3.5,4297,33,231,67,3.2,2.8,4488,18,30415,19,521,2887
4.5,5290,37,240,26,0.9,5.9,5264,10,41160,17,573,4184
8.5,10720,67,447,213,0.4,6.4,11440,19,72590,48,670,7355
11.5,12738,105,659,96,6.6,20.8,17077,14,114822,78,998,9430
1,1139,7,57,12,0,1.1,1431,12,9434,3,132,936
11,12946,106,644,143,5.8,10.9,14357,8,100190,48,1439,10789
4.5,5420,27,231,69,1.5,12,5403,20,37047,22,491,3942
2.5,2881,19,131,57,0.7,6.1,3439,20,22486,17,368,2141
6,7471,47,368,46,1.5,9,8197,7,57875,28,447,5978
4.5,5133,24,272,114,0.6,3.1,5692,13,40829,15,456,4392
7,8391,46,444,158,1.8,8.5,7702,7,61860,36,961,6955
5.5,6135,38,350,117,4.5,7.2,6823,4,46634,38,485,5008
8,9834,61,559,114,7.2,10.7,10120,18,67291,41,706,7300
2.5,3195,21,144,65,1.6,2.8,3616,10,22240,16,291,2464
10.5,12453,78,571,240,5.6,20.8,14223,6,92512,31,1107,8878
3,3781,26,203,77,1.9,6.1,4080,5,28750,6,283,2510
2.5,2918,22,126,31,1.9,3.2,3608,5,22586,16,214,2152
1.5,1903,14,81,4,1,3,2024,18,13364,4,114,1368
5.5,6185,35,362,127,4.3,13.4,6105,18,51847,29,539,4720
10,11882,76,674,218,3.9,22.5,14698,4,93101,62,860,8529
9.5,10717,69,627,233,8.8,19.6,13589,9,92542,54,1425,7953
8.5,10496,51,496,141,2.7,24.6,10145,5,83079,58,974,8256
7.5,9698,70,458,11,6.6,13.5,9025,10,71052,37,990,7412
8,9233,66,486,78,5,5.3,9975,5,74098,17,751,6912
8.5,9648,65,563,27,3.3,24.4,10118,20,69917,28,1083,8494
7,8167,68,488,98,1,9.8,9420,12,63203,46,980,6123
1,1132,8,53,17,0.1,0.9,1164,12,9393,2,143,992
3.5,4290,21,238,3,2.2,5.5,4763,14,33982,21,371,2922
1.5,1839,11,92,42,0.3,3.1,1977,10,13562,4,160,1397
2,2265,16,114,45,0.6,3.5,2225,10,18008,10,217,1975
13.5,17061,103,856,230,9.2,8.6,17247,15,117892,34,1047,11542
13.5,17254,89,757,142,0.5,26.9,19623,8,112756,61,1235,12650
1.5,1873,8,78,38,1,3.5,1700,12,13468,10,145,1291
9.5,11723,89,514,162,4.1,21.8,12452,14,82905,48,1134,7867
3.5,4268,27,195,97,2.8,6.9,4252,11,28038,20,468,2871
7,8367,48,425,82,1.4,13.7,10066,10,67797,30,710,6653
8,9644,47,541,65,2.2,18.9,11703,7,79789,45,835,7359
0.5,558,4,32,4,0.2,0.6,581,17,4119,2,43,494
5.5,6624,46,342,140,1.3,15.6,6765,16,53109,12,687,5157
0.5,638,3,25,1,0.3,1.4,630,10,4591,2,60,436
5,6091,48,276,89,2.2,13.6,6432,17,43454,24,725,4960
3,3509,26,173,53,2.4,8.2,3906,7,27995,10,332,2435
4.5,5713,38,291,130,4.4,4,5608,5,41943,21,404,4411
1,1245,10,58,10,0.4,2.7,1152,15,8487,7,110,904
7.5,8555,59,522,88,4.6,11.5,10008,8,73317,43,881,6143
1,1139,9,70,1,0.1,1.2,1291,14,8573,2,142,849
9,10223,65,517,224,2.5,21.5,12956,17,77235,45,1140,7432
8.5,10012,70,460,33,2.4,14.5,10744,13,72758,47,772,7792
3.5,4411,23,183,95,0.5,10.4,4049,15,29959,9,271,2816
2.5,3203,21,142,18,0.6,4.4,3547,13,21643,6,201,2190
1,1278,8,51,14,0.6,1.1,1389,14,9813,5,101,868
9.5,12203,60,616,224,5,23.7,14065,13,76436,55,838,8692
5,6193,44,305,53,4.7,14.2,6401,19,44365,12,693,4203
3,3813,16,159,16,1.3,6.4,4369,7,28182,20,316,2834
7.5,9361,41,447,55,3.9,21.9,10556,13,73328,45,723,7100
1,1142,7,67,6,0.1,2.9,1196,16,9619,4,90,926
8,9005,60,461,160,6.3,10.3,10054,8,72778,37,756,7488
11,13630,82,668,239,8.9,6.7,12194,11,104005,61,1156,10689
6.5,8286,54,340,105,3.2,4.8,7273,16,63274,31,659,6384
6.5,7600,45,343,64,5.6,9.7,7248,6,52549,15,530,5823
6.5,7185,58,344,113,3.5,8.8,9499,17,62681,30,459,5728
1.5,1884,10,77,42,0.1,3.5,1852,13,12720,10,159,1464
6,7348,36,377,71,4.5,3.6,7201,6,55750,26,703,4956
1,1164,8,60,14,0.9,2.6,1207,12,8848,5,87,812
6,7632,37,353,104,4,13.2,7326,20,57381,26,682,5592
6.5,7486,44,446,66,4.6,5.4,9684,15,54198,14,919,5461
8,9860,60,533,166,2.4,12.9,10636,5,78945,52,1139,7179
1.5,1679,15,82,18,0.4,3.5,2248,9,13467,5,113,1282
3,3709,22,187,15,2.4,3.1,3635,17,24098,11,287,2999
7.5,9242,38,446,1,1.3,17.6,9358,20,74294,17,704,7291
8.5,10410,77,448,102,2.4,4.8,11549,20,79356,59,1201,7468
6,7250,36,364,79,0.4,9.7,7235,7,54617,35,826,5855
3.5,3926,33,199,96,0.3,2.6,4089,4,28512,12,402,2823
8.5,10681,53,529,153,3.3,14.5,11983,6,73788,36,1126,7308
8.5,9796,82,564,164,7.7,15.5,10764,13,76521,32,1007,7534
4.5,5825,31,248,67,2,4.2,6159,9,40569,29,597,3880
9.5,12209,85,483,168,5.1,16.5,12443,17,85343,39,787,7714
7.5,9375,42,449,213,6.6,21.1,8910,20,64277,20,566,6086
11,12194,58,640,98,4.1,19.3,12689,18,109993,30,1015,9520
5,6488,33,340,52,2.5,8.9,6767,9,42151,23,652,4534
3.5,4139,34,216,36,2.8,7.6,4866,18,34226,20,294,3107
6.5,8170,40,408,187,4.5,10.4,9082,17,57045,23,606,6480
7,7882,35,461,167,4,5.4,8388,6,62787,45,725,6779
2,2587,13,129,3,0.2,2.9,2347,13,16117,13,282,1933
2,2546,20,105,16,0.3,5.8,2844,19,18165,6,267,1820
9,10477,82,468,147,0.2,12.7,11283,10,80068,30,1126,7420
15,17286,95,1014,346,6,36.3,18351,12,132941,81,2088,13664
11.5,14949,71,583,1,6.7,17.4,16709,5,107104,59,925,11327
2.5,3080,17,160,29,1.1,4.3,3679,4,23556,7,308,2371
4,4572,24,263,10,0.3,5.9,4571,9,37695,27,526,3231
6,7733,32,345,108,0.1,7.5,7087,5,54282,35,800,5658
0.5,646,5,34,7,0.1,1.4,557,13,4071,2,43,430
7.5,9213,65,427,193,2.8,7.4,11187,14,61026,39,965,7278
3,3815,21,165,67,0.3,8.8,3622,19,29256,11,407,2734
9,11226,65,625,65,8.4,20.7,10203,12,89595,24,778,8615
6.5,7185,35,438,50,5.1,10.1,9590,10,59419,19,514,5517
9,11591,85,501,244,5.9,6.3,12188,14,81378,58,1166,8697
6,6681,49,403,147,0.9,9,6695,13,53928,31,424,5877
4.5,5724,44,240,31,3.6,7.7,5344,9,42567,24,412,4345
1.5,1932,9,75,22,1.5,1.6,1953,16,14126,6,118,1489
9,11531,52,610,258,3.1,26.6,11571,17,78097,38,1084,8394
9,11468,46,502,128,6.6,15.1,10061,12,85903,52,817,8340
6.5,8371,41,421,185,5.9,12.7,7840,15,55402,20,747,6452
4,4670,39,232,53,1.8,6,5032,5,36613,20,567,3727
6.5,8026,61,429,164,5,10.6,9218,17,64992,43,744,6120
6.5,7483,48,430,173,0.9,19.2,7935,10,54296,20,779,6418
7.5,9382,54,468,84,2.7,19.8,8303,6,63895,46,622,6776
8,9975,75,409,67,3.5,18,10758,15,75378,32,694,6686
1,1234,8,56,10,0.9,2.6,1411,9,9454,3,100,956
8.5,9467,57,585,19,2.9,12.7,11793,10,80528,48,940,7150
7.5,8546,48,472,118,0.5,5.4,9366,19,66795,37,530,6664
0.5,596,4,26,13,0.4,0.3,716,20,4619,2,58,422
8,9092,57,440,127,2.3,17.1,9010,19,69493,25,723,7316
3,3779,18,172,85,0.3,4.3,3694,12,29646,9,360,2842
3,3499,18,156,24,0.4,4.2,4179,8,28937,20,326,2875
7,8301,64,478,81,1.8,5.8,10269,12,67849,38,772,6539
4.5,4979,30,227,5,4.1,9.1,5173,16,43136,23,531,3901
3.5,4298,33,229,72,3.1,10.3,3872,6,31669,7,436,3402
5,6076,38,264,111,1.1,11.8,6137,15,44349,30,463,4262
2.5,3130,18,138,19,1.2,4.5,3732,15,21600,5,213,2114
5,5663,32,283,78,4.9,11.1,6839,8,43218,10,682,4240
4,5066,23,269,39,0.4,10.6,4429,5,38302,24,551,3403
2.5,3126,14,145,34,0.8,6.1,3576,20,23669,9,315,2473
4.5,5609,28,270,48,2,5.1,6167,5,41171,13,651,4414
1,1157,9,64,6,0.1,1.4,1260,5,9238,6,112,938
3,3891,24,180,69,1.6,2.3,3477,19,29637,17,262,2509
8,9210,48,539,133,1.1,17.7,10813,12,73604,19,564,7652
7.5,8605,39,412,164,2.1,21.5,9750,11,73217,24,973,6899
4.5,5237,32,258,109,3.9,12.7,5416,18,44096,22,647,4075
4,4437,22,255,1,0.4,11.3,5126,4,34296,16,347,3359
6.5,8143,35,396,76,0.7,16.2,9506,12,58123,13,766,5293
6.5,7478,36,388,81,5.8,17.1,7165,7,59246,39,557,5958
2,2578,13,108,17,1.6,3.3,2300,5,18747,8,253,1602
5.5,7048,45,342,129,1.1,6.3,6822,14,50492,27,622,5335
4.5,5707,45,306,36,3.1,7,6525,19,42646,21,395,4434
11,13143,88,568,56,10.2,16.9,15268,8,103572,30,1296,9038
2,2413,16,106,44,0.1,4.5,2489,15,17500,8,236,1622
